ICD10;Label;Rubrik
D26.0;Sonstige gutartige Neubildungen: Cervix uteri;preferredLong
D26.0;Sonstige gutartige Neubildungen: Cervix uteri;preferredLong
D26.1;Sonstige gutartige Neubildungen: Corpus uteri;preferredLong
D26.1;Sonstige gutartige Neubildungen: Corpus uteri;preferredLong
D26.7;Sonstige gutartige Neubildungen: Sonstige Teile des Uterus;preferredLong
D26.7;Sonstige gutartige Neubildungen: Sonstige Teile des Uterus;preferredLong
D26.9;Sonstige gutartige Neubildungen: Uterus, nicht näher bezeichnet;preferredLong
D26.9;Sonstige gutartige Neubildungen: Uterus, nicht näher bezeichnet;preferredLong
D27;Gutartige Neubildung des Ovars;
D28;Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane;
D28.0;Gutartige Neubildung: Vulva;preferredLong
D28.0;Gutartige Neubildung: Vulva;preferredLong
D28.1;Gutartige Neubildung: Vagina;preferredLong
D28.1;Gutartige Neubildung: Vagina;preferredLong
D28.2;Gutartige Neubildung: Tubae uterinae und Ligamenta;preferredLong
D28.2;Gutartige Neubildung: Tubae uterinae und Ligamenta;preferredLong
D28.7;Gutartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane;preferredLong
D28.7;Gutartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane;preferredLong
D28.9;Gutartige Neubildung: Weibliches Genitalorgan, nicht näher bezeichnet;preferredLong
D28.9;Gutartige Neubildung: Weibliches Genitalorgan, nicht näher bezeichnet;preferredLong
D29;Gutartige Neubildung der männlichen Genitalorgane;
D29.0;Gutartige Neubildung: Penis;preferredLong
D29.0;Gutartige Neubildung: Penis;preferredLong
D29.1;Gutartige Neubildung: Prostata;preferredLong
D29.1;Gutartige Neubildung: Prostata;preferredLong
D29.2;Gutartige Neubildung: Hoden;preferredLong
D29.2;Gutartige Neubildung: Hoden;preferredLong
D29.3;Gutartige Neubildung: Nebenhoden;preferredLong
D29.3;Gutartige Neubildung: Nebenhoden;preferredLong
D29.4;Gutartige Neubildung: Skrotum;preferredLong
D29.4;Gutartige Neubildung: Skrotum;preferredLong
D29.7;Gutartige Neubildung: Sonstige männliche Genitalorgane;preferredLong
D29.7;Gutartige Neubildung: Sonstige männliche Genitalorgane;preferredLong
D29.9;Gutartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet;preferredLong
D29.9;Gutartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet;preferredLong
D30;Gutartige Neubildung der Harnorgane;
D30.0;Gutartige Neubildung: Niere;preferredLong
D30.0;Gutartige Neubildung: Niere;preferredLong
D30.1;Gutartige Neubildung: Nierenbecken;preferredLong
D30.1;Gutartige Neubildung: Nierenbecken;preferredLong
D30.2;Gutartige Neubildung: Ureter;preferredLong
D30.2;Gutartige Neubildung: Ureter;preferredLong
D30.3;Gutartige Neubildung: Harnblase;preferredLong
D30.3;Gutartige Neubildung: Harnblase;preferredLong
D30.4;Gutartige Neubildung: Urethra;preferredLong
D30.4;Gutartige Neubildung: Urethra;preferredLong
D30.7;Gutartige Neubildung: Sonstige Harnorgane;preferredLong
D30.7;Gutartige Neubildung: Sonstige Harnorgane;preferredLong
D30.9;Gutartige Neubildung: Harnorgan, nicht näher bezeichnet;preferredLong
D30.9;Gutartige Neubildung: Harnorgan, nicht näher bezeichnet;preferredLong
D31;Gutartige Neubildung des Auges und der Augenanhangsgebilde;
D31.0;Gutartige Neubildung: Konjunktiva;preferredLong
D31.0;Gutartige Neubildung: Konjunktiva;preferredLong
D31.1;Gutartige Neubildung: Kornea;preferredLong
D31.1;Gutartige Neubildung: Kornea;preferredLong
D31.2;Gutartige Neubildung: Retina;preferredLong
D31.2;Gutartige Neubildung: Retina;preferredLong
D31.3;Gutartige Neubildung: Chorioidea;preferredLong
D31.3;Gutartige Neubildung: Chorioidea;preferredLong
D31.4;Gutartige Neubildung: Ziliarkörper;preferredLong
D31.4;Gutartige Neubildung: Ziliarkörper;preferredLong
D31.5;Gutartige Neubildung: Tränendrüse und Tränenwege;preferredLong
D31.5;Gutartige Neubildung: Tränendrüse und Tränenwege;preferredLong
D31.6;Gutartige Neubildung: Orbita, nicht näher bezeichnet;preferredLong
D31.6;Gutartige Neubildung: Orbita, nicht näher bezeichnet;preferredLong
D31.9;Gutartige Neubildung: Auge, nicht näher bezeichnet;preferredLong
D31.9;Gutartige Neubildung: Auge, nicht näher bezeichnet;preferredLong
D32;Gutartige Neubildung der Meningen;
D32.0;Gutartige Neubildung: Hirnhäute;preferredLong
D32.0;Gutartige Neubildung: Hirnhäute;preferredLong
D32.1;Gutartige Neubildung: Rückenmarkhäute;preferredLong
D32.1;Gutartige Neubildung: Rückenmarkhäute;preferredLong
D32.9;Gutartige Neubildung: Meningen, nicht näher bezeichnet;preferredLong
D32.9;Gutartige Neubildung: Meningen, nicht näher bezeichnet;preferredLong
D33;Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems;
D33.0;Gutartige Neubildung: Gehirn, supratentoriell;preferredLong
D33.0;Gutartige Neubildung: Gehirn, supratentoriell;preferredLong
D33.1;Gutartige Neubildung: Gehirn, infratentoriell;preferredLong
D33.1;Gutartige Neubildung: Gehirn, infratentoriell;preferredLong
D33.2;Gutartige Neubildung: Gehirn, nicht näher bezeichnet;preferredLong
D33.2;Gutartige Neubildung: Gehirn, nicht näher bezeichnet;preferredLong
D33.3;Gutartige Neubildung: Hirnnerven;preferredLong
D33.3;Gutartige Neubildung: Hirnnerven;preferredLong
D33.4;Gutartige Neubildung: Rückenmark;preferredLong
D33.4;Gutartige Neubildung: Rückenmark;preferredLong
D33.7;Gutartige Neubildung: Sonstige näher bezeichnete Teile des Zentralnervensystems;preferredLong
D33.7;Gutartige Neubildung: Sonstige näher bezeichnete Teile des Zentralnervensystems;preferredLong
D33.9;Gutartige Neubildung: Zentralnervensystem, nicht näher bezeichnet;preferredLong
D33.9;Gutartige Neubildung: Zentralnervensystem, nicht näher bezeichnet;preferredLong
D34;Gutartige Neubildung der Schilddrüse;
D35;Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen;
D35.0;Gutartige Neubildung: Nebenniere;preferredLong
D35.0;Gutartige Neubildung: Nebenniere;preferredLong
D35.1;Gutartige Neubildung: Nebenschilddrüse;preferredLong
D35.1;Gutartige Neubildung: Nebenschilddrüse;preferredLong
D35.2;Gutartige Neubildung: Hypophyse;preferredLong
D35.2;Gutartige Neubildung: Hypophyse;preferredLong
D35.3;Gutartige Neubildung: Ductus craniopharyngealis;preferredLong
D35.3;Gutartige Neubildung: Ductus craniopharyngealis;preferredLong
D35.4;Gutartige Neubildung: Epiphyse [Glandula pinealis] [Zirbeldrüse];preferredLong
D35.4;Gutartige Neubildung: Epiphyse [Glandula pinealis] [Zirbeldrüse];preferredLong
D35.5;Gutartige Neubildung: Glomus caroticum;preferredLong
D35.5;Gutartige Neubildung: Glomus caroticum;preferredLong
D35.6;Gutartige Neubildung: Glomus aorticum und sonstige Paraganglien;preferredLong
D35.6;Gutartige Neubildung: Glomus aorticum und sonstige Paraganglien;preferredLong
D35.7;Gutartige Neubildung: Sonstige näher bezeichnete endokrine Drüsen;preferredLong
D35.7;Gutartige Neubildung: Sonstige näher bezeichnete endokrine Drüsen;preferredLong
D35.8;Gutartige Neubildung: Beteiligung mehrerer endokriner Drüsen;preferredLong
D35.8;Gutartige Neubildung: Beteiligung mehrerer endokriner Drüsen;preferredLong
D35.9;Gutartige Neubildung: Endokrine Drüse, nicht näher bezeichnet;preferredLong
D35.9;Gutartige Neubildung: Endokrine Drüse, nicht näher bezeichnet;preferredLong
D36;Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen;
D36.0;Gutartige Neubildung: Lymphknoten;preferredLong
D36.0;Gutartige Neubildung: Lymphknoten;preferredLong
D36.1;Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem;preferredLong
D36.1;Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem;preferredLong
D36.7;Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen;preferredLong
D36.7;Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen;preferredLong
D36.9;Gutartige Neubildung an nicht näher bezeichneter Lokalisation;
D37;Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane;
D37.0;Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx;preferredLong
D37.0;Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx;preferredLong
D37.1;Neubildung unsicheren oder unbekannten Verhaltens: Magen;preferredLong
D37.1;Neubildung unsicheren oder unbekannten Verhaltens: Magen;preferredLong
D37.2;Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm;preferredLong
D37.2;Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm;preferredLong
D37.3;Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis;preferredLong
D37.3;Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis;preferredLong
D37.4;Neubildung unsicheren oder unbekannten Verhaltens: Kolon;preferredLong
D37.4;Neubildung unsicheren oder unbekannten Verhaltens: Kolon;preferredLong
D37.5;Neubildung unsicheren oder unbekannten Verhaltens: Rektum;preferredLong
D37.5;Neubildung unsicheren oder unbekannten Verhaltens: Rektum;preferredLong
D37.6;Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge;preferredLong
D37.6;Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge;preferredLong
D37.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane;preferredLong
D37.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane;preferredLong
D37.70;Neubildung unsicheren oder unbekannten Verhaltens: Pankreas;preferredLong
D37.70;Neubildung unsicheren oder unbekannten Verhaltens: Pankreas;preferredLong
D37.78;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane;preferredLong
D37.78;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane;preferredLong
D37.9;Neubildung unsicheren oder unbekannten Verhaltens: Verdauungsorgan, nicht näher bezeichnet;preferredLong
D37.9;Neubildung unsicheren oder unbekannten Verhaltens: Verdauungsorgan, nicht näher bezeichnet;preferredLong
D38;Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe;
D38.0;Neubildung unsicheren oder unbekannten Verhaltens: Larynx;preferredLong
D38.0;Neubildung unsicheren oder unbekannten Verhaltens: Larynx;preferredLong
D38.1;Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge;preferredLong
D38.1;Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge;preferredLong
D38.2;Neubildung unsicheren oder unbekannten Verhaltens: Pleura;preferredLong
D38.2;Neubildung unsicheren oder unbekannten Verhaltens: Pleura;preferredLong
D38.3;Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum;preferredLong
D38.3;Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum;preferredLong
D38.4;Neubildung unsicheren oder unbekannten Verhaltens: Thymus;preferredLong
D38.4;Neubildung unsicheren oder unbekannten Verhaltens: Thymus;preferredLong
D38.5;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane;preferredLong
D38.5;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane;preferredLong
D38.6;Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet;preferredLong
D38.6;Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet;preferredLong
D39;Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane;
D39.0;Neubildung unsicheren oder unbekannten Verhaltens: Uterus;preferredLong
D39.0;Neubildung unsicheren oder unbekannten Verhaltens: Uterus;preferredLong
D39.1;Neubildung unsicheren oder unbekannten Verhaltens: Ovar;preferredLong
D39.1;Neubildung unsicheren oder unbekannten Verhaltens: Ovar;preferredLong
D39.2;Neubildung unsicheren oder unbekannten Verhaltens: Plazenta;preferredLong
D39.2;Neubildung unsicheren oder unbekannten Verhaltens: Plazenta;preferredLong
D39.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane;preferredLong
D39.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane;preferredLong
D39.9;Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet;preferredLong
D39.9;Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet;preferredLong
D40;Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane;
D40.0;Neubildung unsicheren oder unbekannten Verhaltens: Prostata;preferredLong
D40.0;Neubildung unsicheren oder unbekannten Verhaltens: Prostata;preferredLong
D40.1;Neubildung unsicheren oder unbekannten Verhaltens: Hoden;preferredLong
D40.1;Neubildung unsicheren oder unbekannten Verhaltens: Hoden;preferredLong
D40.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane;preferredLong
D40.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane;preferredLong
D40.9;Neubildung unsicheren oder unbekannten Verhaltens: Männliches Genitalorgan, nicht näher bezeichnet;preferredLong
D40.9;Neubildung unsicheren oder unbekannten Verhaltens: Männliches Genitalorgan, nicht näher bezeichnet;preferredLong
D41;Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane;
D41.0;Neubildung unsicheren oder unbekannten Verhaltens: Niere;preferredLong
D41.0;Neubildung unsicheren oder unbekannten Verhaltens: Niere;preferredLong
D41.1;Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken;preferredLong
D41.1;Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken;preferredLong
D41.2;Neubildung unsicheren oder unbekannten Verhaltens: Ureter;preferredLong
D41.2;Neubildung unsicheren oder unbekannten Verhaltens: Ureter;preferredLong
D41.3;Neubildung unsicheren oder unbekannten Verhaltens: Urethra;preferredLong
D41.3;Neubildung unsicheren oder unbekannten Verhaltens: Urethra;preferredLong
D41.4;Neubildung unsicheren oder unbekannten Verhaltens: Harnblase;preferredLong
D41.4;Neubildung unsicheren oder unbekannten Verhaltens: Harnblase;preferredLong
D41.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Harnorgane;preferredLong
D41.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Harnorgane;preferredLong
D41.9;Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet;preferredLong
D41.9;Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet;preferredLong
D42;Neubildung unsicheren oder unbekannten Verhaltens der Meningen;
D42.0;Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute;preferredLong
D42.0;Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute;preferredLong
D42.1;Neubildung unsicheren oder unbekannten Verhaltens: Rückenmarkhäute;preferredLong
D42.1;Neubildung unsicheren oder unbekannten Verhaltens: Rückenmarkhäute;preferredLong
D42.9;Neubildung unsicheren oder unbekannten Verhaltens: Meningen, nicht näher bezeichnet;preferredLong
D42.9;Neubildung unsicheren oder unbekannten Verhaltens: Meningen, nicht näher bezeichnet;preferredLong
D43;Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems;
D43.0;Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell;preferredLong
D43.0;Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell;preferredLong
D43.1;Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell;preferredLong
D43.1;Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell;preferredLong
D43.2;Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet;preferredLong
D43.2;Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet;preferredLong
D43.3;Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven;preferredLong
D43.3;Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven;preferredLong
D43.4;Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark;preferredLong
D43.4;Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark;preferredLong
D43.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Teile des Zentralnervensystems;preferredLong
D43.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Teile des Zentralnervensystems;preferredLong
D43.9;Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet;preferredLong
D43.9;Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet;preferredLong
D44;Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drüsen;
D44.0;Neubildung unsicheren oder unbekannten Verhaltens: Schilddrüse;preferredLong
D44.0;Neubildung unsicheren oder unbekannten Verhaltens: Schilddrüse;preferredLong
D44.1;Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere;preferredLong
D44.1;Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere;preferredLong
D44.2;Neubildung unsicheren oder unbekannten Verhaltens: Nebenschilddrüse;preferredLong
D44.2;Neubildung unsicheren oder unbekannten Verhaltens: Nebenschilddrüse;preferredLong
D44.3;Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse;preferredLong
D44.3;Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse;preferredLong
D44.4;Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis;preferredLong
D44.4;Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis;preferredLong
D44.5;Neubildung unsicheren oder unbekannten Verhaltens: Epiphyse [Glandula pinealis] [Zirbeldrüse];preferredLong
D44.5;Neubildung unsicheren oder unbekannten Verhaltens: Epiphyse [Glandula pinealis] [Zirbeldrüse];preferredLong
D44.6;Neubildung unsicheren oder unbekannten Verhaltens: Glomus caroticum;preferredLong
D44.6;Neubildung unsicheren oder unbekannten Verhaltens: Glomus caroticum;preferredLong
D44.7;Neubildung unsicheren oder unbekannten Verhaltens: Glomus aorticum und sonstige Paraganglien;preferredLong
D44.7;Neubildung unsicheren oder unbekannten Verhaltens: Glomus aorticum und sonstige Paraganglien;preferredLong
D44.8;Neubildung unsicheren oder unbekannten Verhaltens: Beteiligung mehrerer endokriner Drüsen;preferredLong
D44.8;Neubildung unsicheren oder unbekannten Verhaltens: Beteiligung mehrerer endokriner Drüsen;preferredLong
D44.9;Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet;preferredLong
D44.9;Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet;preferredLong
D45;Polycythaemia vera;
D46;Myelodysplastische Syndrome;
D46.0;Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet;
D46.1;Refraktäre Anämie mit Ringsideroblasten;
D46.2;Refraktäre Anämie mit Blastenüberschuss [RAEB];
D46.4;Refraktäre Anämie, nicht näher bezeichnet;
D46.5;Refraktäre Anämie mit Mehrlinien-Dysplasie;
D46.6;Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie;
D46.7;Sonstige myelodysplastische Syndrome;
D46.9;Myelodysplastisches Syndrom, nicht näher bezeichnet;
D47;Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes;
D47.0;Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens;
D47.1;Chronische myeloproliferative Krankheit;
D47.2;Monoklonale Gammopathie unbestimmter Signifikanz [MGUS];
D47.3;Essentielle (hämorrhagische) Thrombozythämie;
D47.4;Osteomyelofibrose;
D47.5;Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom];
D47.7;Sonstige näher bezeichnete Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes;
D47.9;Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet;
D48;Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen;
D48.0;Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel;preferredLong
D48.0;Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel;preferredLong
D48.1;Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe;preferredLong
D48.1;Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe;preferredLong
D48.2;Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem;preferredLong
D48.2;Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem;preferredLong
D48.3;Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum;preferredLong
D48.3;Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum;preferredLong
D48.4;Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum;preferredLong
D48.4;Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum;preferredLong
D48.5;Neubildung unsicheren oder unbekannten Verhaltens: Haut;preferredLong
D48.5;Neubildung unsicheren oder unbekannten Verhaltens: Haut;preferredLong
D48.6;Neubildung unsicheren oder unbekannten Verhaltens: Brustdrüse [Mamma];preferredLong
D48.6;Neubildung unsicheren oder unbekannten Verhaltens: Brustdrüse [Mamma];preferredLong
D48.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige näher bezeichnete Lokalisationen;preferredLong
D48.7;Neubildung unsicheren oder unbekannten Verhaltens: Sonstige näher bezeichnete Lokalisationen;preferredLong
D48.9;Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet;
