Alpha-ID;Label;ICD-10-Code;Tumordiagnose
I105118;Carcinoma in situ der echten Stimmbänder;D02.0;1
I85061;Carcinoma in situ der Epiglottis;D02.0;1
I105119;Carcinoma in situ der falschen Stimmbänder;D02.0;1
I103455;Carcinoma in situ der Glottis;D02.0;1
I103172;Carcinoma in situ der hinteren Oberfläche der Epiglottis;D02.0;1
I106990;Carcinoma in situ der Kehlkopfkommissur;D02.0;1
I85729;Carcinoma in situ der laryngealen Seite der aryepiglottischen Falte;D02.0;1
I105604;Carcinoma in situ der laryngealen Seite der Plica aryepiglottica;D02.0;1
I106991;Carcinoma in situ der Larynxkommissur a.n.k.;D02.0;1
I106904;Carcinoma in situ der Plica ventricularis laryngis;D02.0;1
I102455;Carcinoma in situ des Aryknorpels;D02.0;1
I106903;Carcinoma in situ des äußeren Larynx a.n.k.;D02.0;1
I103104;Carcinoma in situ des Epiglottisknorpels;D02.0;1
I106994;Carcinoma in situ des Gießbeckenknorpels;D02.0;1
I106906;Carcinoma in situ des inneren Larynx a.n.k.;D02.0;1
I106995;Carcinoma in situ des Kegelknorpels;D02.0;1
I30561;Carcinoma in situ des Kehlkopfes;D02.0;1
I106996;Carcinoma in situ des Kehlkopfknorpels;D02.0;1
I30560;Carcinoma in situ des Larynx;D02.0;1
I106905;Carcinoma in situ des Larynxknorpels a.n.k.;D02.0;1
I105768;Carcinoma in situ des Ligamentum vestibulare;D02.0;1
I105769;Carcinoma in situ des Ligamentum vocale;D02.0;1
I104954;Carcinoma in situ des Ringknorpels;D02.0;1
I104955;Carcinoma in situ des Schildknorpels;D02.0;1
I106999;Carcinoma in situ des Stellknorpels;D02.0;1
I85730;Carcinoma in situ des suprahyoidalen Anteils der Epiglottis;D02.0;1
I110667;Carcinoma in situ einer Stimmlippe;D02.0;1
I104794;Subglottisches Carcinoma in situ;D02.0;1
I104793;Supraglottisches Carcinoma in situ;D02.0;1
I105770;Carcinoma in situ der Luftröhre;D02.1;1
I30562;Carcinoma in situ der Trachea;D02.1;1
I106998;Carcinoma in situ des Luftröhrenknorpels;D02.1;1
I102789;Bronchiogenes Carcinoma in situ;D02.2;1
I30563;Carcinoma in situ der Bronchien;D02.2;1
I102717;Carcinoma in situ der Carina tracheae;D02.2;1
I105767;Carcinoma in situ der Lingula pulmonis sinistri;D02.2;1
I30564;Carcinoma in situ der Lunge;D02.2;1
I106993;Carcinoma in situ des Bronchialknorpels;D02.2;1
I106747;Carcinoma in situ des Hilus pulmonis;D02.2;1
I105772;Carcinoma in situ des Lobus inferior pulmonis;D02.2;1
I105776;Carcinoma in situ des Lobus lingualis pulmonis;D02.2;1
I105773;Carcinoma in situ des Lobus medius pulmonis;D02.2;1
I105771;Carcinoma in situ des Lobus superior pulmonis;D02.2;1
I105774;Carcinoma in situ des Lobus venae azygos;D02.2;1
I105775;Carcinoma in situ des Lungenhilus;D02.2;1
I102715;Carcinoma in situ des Lungenmittellappens;D02.2;1
I102713;Carcinoma in situ des Lungenoberlappens;D02.2;1
I102712;Carcinoma in situ des Lungenunterlappens;D02.2;1
I102716;Carcinoma in situ einer Bronchiole;D02.2;1
I102714;Carcinoma in situ eines Hauptbronchus;D02.2;1
I105120;Pulmonales Carcinoma in situ;D02.2;1
I104796;Subpleurales Carcinoma in situ;D02.2;1
I104795;Tracheobronchiales Carcinoma in situ;D02.2;1
I106202;Carcinoma in situ der Conchae nasales;D02.3;1
I103105;Carcinoma in situ der Eustachi-Röhre;D02.3;1
I106339;Carcinoma in situ der Fossa nasalis;D02.3;1
I106203;Carcinoma in situ der inneren Nase;D02.3;1
I106748;Carcinoma in situ der Keilbeinhöhle;D02.3;1
I106750;Carcinoma in situ der Kieferhöhle;D02.3;1
I106201;Carcinoma in situ der Mastoidzellen;D02.3;1
I106448;Carcinoma in situ der Nares;D02.3;1
I30567;Carcinoma in situ der Nasenhöhle;D02.3;1
I106205;Carcinoma in situ der Nasenlöcher;D02.3;1
I106206;Carcinoma in situ der Nasenmuschel;D02.3;1
I106266;Carcinoma in situ der Nasenschleimhaut;D02.3;1
I30566;Carcinoma in situ der Nebenhöhle;D02.3;1
I103607;Carcinoma in situ der Oberkieferhöhle;D02.3;1
I103608;Carcinoma in situ der Oberkiefernebenhöhle;D02.3;1
I106749;Carcinoma in situ der Paukenhöhle;D02.3;1
I105723;Carcinoma in situ der Sinus paranasales a.n.k.;D02.3;1
I104961;Carcinoma in situ der Stirnhöhle;D02.3;1
I104797;Carcinoma in situ der Tuba auditiva;D02.3;1
I102180;Carcinoma in situ des Antrum Highmore;D02.3;1
I102375;Carcinoma in situ des Antrum maxillaris;D02.3;1
I102376;Carcinoma in situ des Antrum tympanicum;D02.3;1
I102718;Carcinoma in situ des Cavum tympani;D02.3;1
I103375;Carcinoma in situ des Gehörganges;D02.3;1
I105410;Carcinoma in situ des Innenohres;D02.3;1
I30565;Carcinoma in situ des Mittelohres;D02.3;1
I106204;Carcinoma in situ des Nasenknorpels;D02.3;1
I105122;Carcinoma in situ des Nasenseptums;D02.3;1
I106267;Carcinoma in situ des Nasenvorhofes;D02.3;1
I105409;Carcinoma in situ des Oberkiefersinus;D02.3;1
I104956;Carcinoma in situ des Siebbeins;D02.3;1
I104957;Carcinoma in situ des Sinus ethmoidalis;D02.3;1
I104958;Carcinoma in situ des Sinus frontalis;D02.3;1
I104959;Carcinoma in situ des Sinus maxillaris;D02.3;1
I104960;Carcinoma in situ des Sinus sphenoidalis;D02.3;1
I104798;Carcinoma in situ des Vestibulum nasi;D02.3;1
I102469;Carcinoma in situ der Atemwege;D02.4;1
I30568;Carcinoma in situ der Atmungsorgane;D02.4;1
I105125;Carcinoma in situ der Respirationsorgane a.n.k.;D02.4;1
I102470;Carcinoma in situ des Atemsystems;D02.4;1
I105123;Carcinoma in situ des Respirationssystems a.n.k.;D02.4;1
I105124;Carcinoma in situ des Respirationstraktes a.n.k.;D02.4;1
I30569;Melanoma in situ der Lippe;D03.0;1
I96256;Melanoma in situ des Augenlids;D03.1;1
I30571;Melanoma in situ des Kanthus;D03.1;1
I30570;Melanoma in situ des Lids;D03.1;1
I85724;Melanoma in situ der Ohrhaut;D03.2;1
I96258;Melanoma in situ der Ohrhelix;D03.2;1
I96257;Melanoma in situ des äußeren Gehörganges;D03.2;1
I85725;Melanoma in situ des äußeren Ohres;D03.2;1
I96289;Melanoma in situ des Meatus externus des Ohres;D03.2;1
I85723;Melanoma in situ des Ohres;D03.2;1
I96260;Melanoma in situ der Augenbraue;D03.3;1
I85726;Melanoma in situ der Nasenhaut;D03.3;1
I96160;Melanoma in situ der Schläfe;D03.3;1
I96263;Melanoma in situ der Stirn;D03.3;1
I96264;Melanoma in situ der Wange;D03.3;1
I96259;Melanoma in situ des Ala nasi;D03.3;1
I96261;Melanoma in situ des Gesichts a.n.k.;D03.3;1
I96262;Melanoma in situ des Kiefers;D03.3;1
I96159;Melanoma in situ des Kinns;D03.3;1
I30572;Melanoma in situ der behaarten Kopfhaut;D03.4;1
I30573;Melanoma in situ des Halses;D03.4;1
I96279;Melanoma in situ der Achselhöhle;D03.5;1
I85727;Melanoma in situ der Analhaut;D03.5;1
I96278;Melanoma in situ der Axilla;D03.5;1
I96265;Melanoma in situ der Bauchdecke;D03.5;1
I85508;Melanoma in situ der Brustdrüse;D03.5;1
I85514;Melanoma in situ der Brustdrüsenhaut;D03.5;1
I96266;Melanoma in situ der Brustwand;D03.5;1
I96193;Melanoma in situ der Flanke;D03.5;1
I96281;Melanoma in situ der Gesäßbacke;D03.5;1
I96280;Melanoma in situ der Gesäßmuskelregion;D03.5;1
I96192;Melanoma in situ der Interskapularregion;D03.5;1
I107649;Melanoma in situ der Mamma;D03.5;1
I107624;Melanoma in situ der Mammahaut;D03.5;1
I85509;Melanoma in situ der Perianalhaut;D03.5;1
I96267;Melanoma in situ der Submammärfalte;D03.5;1
I85510;Melanoma in situ des Analrandes;D03.5;1
I85515;Melanoma in situ des Brustdrüsenweichteilgewebes;D03.5;1
I96282;Melanoma in situ des Gesäßes;D03.5;1
I96190;Melanoma in situ des Nabels;D03.5;1
I96191;Melanoma in situ des Perineums;D03.5;1
I96188;Melanoma in situ des Rückens;D03.5;1
I30574;Melanoma in situ des Rumpfes;D03.5;1
I96189;Melanoma in situ einer Rippe;D03.5;1
I96240;Melanoma in situ der Hand;D03.6;1
I96290;Melanoma in situ der oberen Extremität a.n.k.;D03.6;1
I96241;Melanoma in situ der Schulter;D03.6;1
I96197;Melanoma in situ des Arms;D03.6;1
I96242;Melanoma in situ des Unterarms;D03.6;1
I100355;Melanoma in situ eines Fingernagels;D03.6;1
I96239;Melanoma in situ eines Fingers;D03.6;1
I96243;Melanoma in situ der Ferse;D03.7;1
I96245;Melanoma in situ der Hüfte;D03.7;1
I96247;Melanoma in situ der Kniekehle;D03.7;1
I96291;Melanoma in situ der unteren Extremität a.n.k.;D03.7;1
I96196;Melanoma in situ des Beins;D03.7;1
I96244;Melanoma in situ des Fußes;D03.7;1
I96246;Melanoma in situ des Knies;D03.7;1
I96229;Melanoma in situ des Knöchels;D03.7;1
I96268;Melanoma in situ des Schenkels;D03.7;1
I96248;Melanoma in situ einer Zehe;D03.7;1
I100365;Melanoma in situ eines Zehennagels;D03.7;1
I125177;Melanoma in situ der Cervix uteri;D03.8;1
I96292;Melanoma in situ der Chorioidea;D03.8;1
I125335;Melanoma in situ der Genitalorgane;D03.8;1
I96230;Melanoma in situ der Iris;D03.8;1
I96231;Melanoma in situ der Konjunktiva;D03.8;1
I96294;Melanoma in situ der Labia majora pudendi;D03.8;1
I96293;Melanoma in situ der Labia minora pudendi;D03.8;1
I100453;Melanoma in situ der männlichen Geschlechtsorgane a.n.k.;D03.8;1
I96232;Melanoma in situ der Orbita;D03.8;1
I96234;Melanoma in situ der Retina;D03.8;1
I96195;Melanoma in situ der Schamteile;D03.8;1
I96250;Melanoma in situ der Tränendrüse;D03.8;1
I96236;Melanoma in situ der Vorhaut;D03.8;1
I96237;Melanoma in situ der Vulva;D03.8;1
I100438;Melanoma in situ der weiblichen Geschlechtsorgane a.n.k.;D03.8;1
I96194;Melanoma in situ des Auges;D03.8;1
I96233;Melanoma in situ des Penis;D03.8;1
I107714;Melanoma in situ des Präputiums;D03.8;1
I96235;Melanoma in situ des Skrotums;D03.8;1
I96249;Melanoma in situ einer Speicheldrüse;D03.8;1
I96321;Retrobulbäres Melanoma in situ;D03.8;1
I17630;Bösartige Lentigo;D03.9;1
I17629;Lentigo maligna;D03.9;1
I27796;Melanoma in situ;D03.9;1
I96322;Melanoma in situ der Haut a.n.k.;D03.9;1
I96238;Melanoma in situ eines Nagels;D03.9;1
I76454;Präkanzeröse Melanose;D03.9;1
I30579;Carcinoma in situ der Lippenhaut;D04.0;1
I104151;Nichtmelanomartiges Carcinoma in situ der Lippenhaut;D04.0;1
I30581;Carcinoma in situ der Lidhaut;D04.1;1
I106268;Carcinoma in situ der Meibom-Drüsen;D04.1;1
I105411;Carcinoma in situ der Palpebra;D04.1;1
I102382;Carcinoma in situ des Augenlids;D04.1;1
I102383;Carcinoma in situ des Augenwinkels;D04.1;1
I30580;Carcinoma in situ des Kanthus;D04.1;1
I105777;Carcinoma in situ des Lids;D04.1;1
I30582;Morbus Bowen des Lids;D04.1;1
I104152;Nichtmelanomartiges Carcinoma in situ der Augenlidhaut;D04.1;1
I104153;Nichtmelanomartiges Carcinoma in situ der Augenwinkelhaut;D04.1;1
I104154;Nichtmelanomartiges Carcinoma in situ der Lidhaut;D04.1;1
I104155;Nichtmelanomartiges Carcinoma in situ der Palpebralhaut;D04.1;1
I106753;Carcinoma in situ der Auricula;D04.2;1
I30584;Carcinoma in situ der Haut des äußeren Gehörganges;D04.2;1
I30583;Carcinoma in situ der Haut des äußeren Ohres;D04.2;1
I103173;Carcinoma in situ der Haut des Gehörganges;D04.2;1
I105413;Carcinoma in situ der Ohrhaut;D04.2;1
I106751;Carcinoma in situ der Ohrhelix;D04.2;1
I105412;Carcinoma in situ der Ohrmuschel;D04.2;1
I106752;Carcinoma in situ des äußeren Gehörganges;D04.2;1
I106269;Carcinoma in situ des Meatus acusticus externus;D04.2;1
I105415;Carcinoma in situ des Ohrkanals;D04.2;1
I105414;Carcinoma in situ des Ohrläppchens;D04.2;1
I104799;Carcinoma in situ des Tragus;D04.2;1
I104156;Nichtmelanomartiges Carcinoma in situ der Gehörgangshaut;D04.2;1
I104157;Nichtmelanomartiges Carcinoma in situ der Haut der Ohrhelix;D04.2;1
I107154;Nichtmelanomartiges Carcinoma in situ der Haut des Tragus;D04.2;1
I104158;Nichtmelanomartiges Carcinoma in situ der Ohrhaut;D04.2;1
I104159;Nichtmelanomartiges Carcinoma in situ der Ohrmuschelhaut;D04.2;1
I102381;Carcinoma in situ der Augenbraue;D04.3;1
I106270;Carcinoma in situ der äußeren Nase;D04.3;1
I102719;Carcinoma in situ der Columella nasi;D04.3;1
I103914;Carcinoma in situ der Gesichtshaut a.n.k.;D04.3;1
I106754;Carcinoma in situ der Kieferhaut;D04.3;1
I85731;Carcinoma in situ der Nasenhaut;D04.3;1
I106272;Carcinoma in situ der Nasolabialfalte;D04.3;1
I104996;Carcinoma in situ der Schläfe;D04.3;1
I104962;Carcinoma in situ der Stirnhaut;D04.3;1
I102456;Carcinoma in situ der Wangenaußenseite;D04.3;1
I102177;Carcinoma in situ des Ala nasi externa;D04.3;1
I106755;Carcinoma in situ des Kinns;D04.3;1
I106271;Carcinoma in situ des Nasenflügels;D04.3;1
I104160;Nichtmelanomartiges Carcinoma in situ der Augenbrauenhaut;D04.3;1
I104162;Nichtmelanomartiges Carcinoma in situ der Gesichtshaut a.n.k.;D04.3;1
I104161;Nichtmelanomartiges Carcinoma in situ der Haut der Columella nasi;D04.3;1
I104163;Nichtmelanomartiges Carcinoma in situ der Kieferhaut;D04.3;1
I104164;Nichtmelanomartiges Carcinoma in situ der Kinnhaut;D04.3;1
I104166;Nichtmelanomartiges Carcinoma in situ der Nasenflügelhaut;D04.3;1
I104165;Nichtmelanomartiges Carcinoma in situ der Nasenhaut;D04.3;1
I107155;Nichtmelanomartiges Carcinoma in situ der Schläfenhaut;D04.3;1
I107157;Nichtmelanomartiges Carcinoma in situ der Stirnhaut;D04.3;1
I107156;Nichtmelanomartiges Carcinoma in situ der Wangenhaut;D04.3;1
I30586;Carcinoma in situ der Haut des Halses;D04.4;1
I30585;Carcinoma in situ der Kopfschwarte;D04.4;1
I106908;Carcinoma in situ des Kopfes a.n.k.;D04.4;1
I104167;Nichtmelanomartiges Carcinoma in situ der Haut der Halsgegend;D04.4;1
I104170;Nichtmelanomartiges Carcinoma in situ der Haut der Nackengegend;D04.4;1
I107158;Nichtmelanomartiges Carcinoma in situ der Haut der Supraklavikulargrube;D04.4;1
I104168;Nichtmelanomartiges Carcinoma in situ der Kopfhaut a.n.k.;D04.4;1
I104169;Nichtmelanomartiges Carcinoma in situ der Kopfschwartenhaut;D04.4;1
I17778;Carcinoma in situ der Analhaut;D04.5;1
I102385;Carcinoma in situ der Bauchwand;D04.5;1
I85519;Carcinoma in situ der Brustdrüsenhaut;D04.5;1
I103103;Carcinoma in situ der Flanke a.n.k.;D04.5;1
I15754;Carcinoma in situ der Gesäßhaut;D04.5;1
I30591;Carcinoma in situ der Haut der Achselfalte;D04.5;1
I30593;Carcinoma in situ der Haut der Bauchwand;D04.5;1
I30587;Carcinoma in situ der Haut der Brust;D04.5;1
I103915;Carcinoma in situ der Haut der Glutäalregion;D04.5;1
I30588;Carcinoma in situ der Haut der Leistenbeuge;D04.5;1
I15752;Carcinoma in situ der Haut des Dammes;D04.5;1
I30592;Carcinoma in situ der Haut des Nabels;D04.5;1
I30589;Carcinoma in situ der Haut des Rückens;D04.5;1
I30590;Carcinoma in situ der Haut des Rumpfes;D04.5;1
I102368;Carcinoma in situ der Hautfalte der Achselhöhle;D04.5;1
I105779;Carcinoma in situ der Leistenbeuge a.n.k.;D04.5;1
I105778;Carcinoma in situ der Leistengegend;D04.5;1
I107621;Carcinoma in situ der Mammahaut;D04.5;1
I85517;Carcinoma in situ der Perianalhaut;D04.5;1
I104997;Carcinoma in situ der Regio scapularis;D04.5;1
I105000;Carcinoma in situ der Schulterblattregion;D04.5;1
I85518;Carcinoma in situ des Analrandes;D04.5;1
I106273;Carcinoma in situ des Nabels;D04.5;1
I104998;Carcinoma in situ des Rückens a.n.k.;D04.5;1
I104999;Carcinoma in situ des Rumpfes a.n.k.;D04.5;1
I106756;Infraklavikuläres Carcinoma in situ;D04.5;1
I104177;Nichtmelanomartiges Carcinoma in situ der Achselfaltenhaut;D04.5;1
I104172;Nichtmelanomartiges Carcinoma in situ der Achselhaut;D04.5;1
I104173;Nichtmelanomartiges Carcinoma in situ der Analhaut;D04.5;1
I104174;Nichtmelanomartiges Carcinoma in situ der Bauchhaut;D04.5;1
I104247;Nichtmelanomartiges Carcinoma in situ der Bauchwandhaut;D04.5;1
I104431;Nichtmelanomartiges Carcinoma in situ der Brusthaut;D04.5;1
I104428;Nichtmelanomartiges Carcinoma in situ der Brustwandhaut;D04.5;1
I104175;Nichtmelanomartiges Carcinoma in situ der Flankenhaut;D04.5;1
I104176;Nichtmelanomartiges Carcinoma in situ der Gesäßhaut;D04.5;1
I104178;Nichtmelanomartiges Carcinoma in situ der Glutäalhaut;D04.5;1
I104244;Nichtmelanomartiges Carcinoma in situ der Haut der Inguinalregion;D04.5;1
I104430;Nichtmelanomartiges Carcinoma in situ der Haut der Kreuzbeingegend;D04.5;1
I104171;Nichtmelanomartiges Carcinoma in situ der Haut der Leistengegend;D04.5;1
I107162;Nichtmelanomartiges Carcinoma in situ der Haut der Schamgegend;D04.5;1
I107165;Nichtmelanomartiges Carcinoma in situ der Haut der Skapularregion;D04.5;1
I104429;Nichtmelanomartiges Carcinoma in situ der Haut der Steißbeingegend;D04.5;1
I107163;Nichtmelanomartiges Carcinoma in situ der Haut der submammären Falte;D04.5;1
I107352;Nichtmelanomartiges Carcinoma in situ der Haut der Thoraxwand;D04.5;1
I104245;Nichtmelanomartiges Carcinoma in situ der Haut des Klavikulargebiets;D04.5;1
I104246;Nichtmelanomartiges Carcinoma in situ der Leistenbeugenhaut;D04.5;1
I104248;Nichtmelanomartiges Carcinoma in situ der Nabelhaut;D04.5;1
I104249;Nichtmelanomartiges Carcinoma in situ der Perianalhaut;D04.5;1
I104250;Nichtmelanomartiges Carcinoma in situ der Perinealhaut;D04.5;1
I107159;Nichtmelanomartiges Carcinoma in situ der Rückenhaut;D04.5;1
I107160;Nichtmelanomartiges Carcinoma in situ der Rumpfhaut;D04.5;1
I107161;Nichtmelanomartiges Carcinoma in situ der subklavikulären Haut;D04.5;1
I107353;Nichtmelanomartiges Carcinoma in situ der Thoraxhaut;D04.5;1
I105603;Perianales Carcinoma in situ;D04.5;1
I103918;Carcinoma in situ der Handhaut a.n.k.;D04.6;1
I103107;Carcinoma in situ der Haut der oberen Extremität;D04.6;1
I103917;Carcinoma in situ der Haut der oberen Gliedmaßen;D04.6;1
I30594;Carcinoma in situ der Haut der Schulter;D04.6;1
I102379;Carcinoma in situ der Haut des Arms a.n.k.;D04.6;1
I102720;Carcinoma in situ der Haut des Daumens a.n.k.;D04.6;1
I103106;Carcinoma in situ der Haut des Ellenbogens a.n.k.;D04.6;1
I104117;Carcinoma in situ der Haut des Handgelenks a.n.k.;D04.6;1
I103108;Carcinoma in situ der Haut eines Fingers a.n.k.;D04.6;1
I105001;Carcinoma in situ der Schulter a.n.k.;D04.6;1
I104800;Carcinoma in situ des Unterarms a.n.k.;D04.6;1
I104252;Nichtmelanomartiges Carcinoma in situ der Armhaut;D04.6;1
I104253;Nichtmelanomartiges Carcinoma in situ der Daumenhaut;D04.6;1
I104254;Nichtmelanomartiges Carcinoma in situ der Ellenbeugenhaut;D04.6;1
I104251;Nichtmelanomartiges Carcinoma in situ der Ellenbogenhaut;D04.6;1
I104255;Nichtmelanomartiges Carcinoma in situ der Fingerhaut;D04.6;1
I104432;Nichtmelanomartiges Carcinoma in situ der Handflächenhaut;D04.6;1
I104433;Nichtmelanomartiges Carcinoma in situ der Handhaut;D04.6;1
I104256;Nichtmelanomartiges Carcinoma in situ der Haut der oberen Gliedmaßen a.n.k.;D04.6;1
I107166;Nichtmelanomartiges Carcinoma in situ der Schulterhaut;D04.6;1
I107164;Nichtmelanomartiges Carcinoma in situ der Unterarmhaut;D04.6;1
I102457;Carcinoma in situ der Beinhaut a.n.k.;D04.7;1
I103110;Carcinoma in situ der Fersenhaut a.n.k.;D04.7;1
I103111;Carcinoma in situ der Fußhaut a.n.k.;D04.7;1
I103109;Carcinoma in situ der Haut der unteren Extremität;D04.7;1
I103919;Carcinoma in situ der Haut der unteren Gliedmaßen;D04.7;1
I102459;Carcinoma in situ der Haut einer Zehe a.n.k.;D04.7;1
I107080;Carcinoma in situ der Hüfte a.n.k.;D04.7;1
I30595;Carcinoma in situ der Hüfthaut;D04.7;1
I106757;Carcinoma in situ der Kniekehle;D04.7;1
I102458;Carcinoma in situ der Wadenhaut;D04.7;1
I107079;Carcinoma in situ des Knies a.n.k.;D04.7;1
I106909;Carcinoma in situ des Knöchels a.n.k.;D04.7;1
I105416;Carcinoma in situ des Oberschenkels a.n.k.;D04.7;1
I104257;Nichtmelanomartiges Carcinoma in situ der Beinhaut;D04.7;1
I104258;Nichtmelanomartiges Carcinoma in situ der Fersenhaut;D04.7;1
I104259;Nichtmelanomartiges Carcinoma in situ der Fußhaut;D04.7;1
I104264;Nichtmelanomartiges Carcinoma in situ der Fußsohlenhaut;D04.7;1
I104260;Nichtmelanomartiges Carcinoma in situ der Haut der unteren Gliedmaßen a.n.k.;D04.7;1
I104261;Nichtmelanomartiges Carcinoma in situ der Hüfthaut;D04.7;1
I104435;Nichtmelanomartiges Carcinoma in situ der Kniehaut;D04.7;1
I104434;Nichtmelanomartiges Carcinoma in situ der Kniekehlenhaut;D04.7;1
I104262;Nichtmelanomartiges Carcinoma in situ der Knöchelhaut;D04.7;1
I104263;Nichtmelanomartiges Carcinoma in situ der Oberschenkelhaut;D04.7;1
I107168;Nichtmelanomartiges Carcinoma in situ der Plantarhaut;D04.7;1
I107167;Nichtmelanomartiges Carcinoma in situ der Wadenhaut;D04.7;1
I107354;Nichtmelanomartiges Carcinoma in situ der Zehenhaut;D04.7;1
I103920;Carcinoma in situ der Gliedmaßenhaut;D04.8;1
I103472;Carcinoma in situ der Haut einer Extremität;D04.8;1
I30575;Aktinische Präkanzerose;D04.9;1
I18508;Bowen-Darier-Krankheit;D04.9;1
I18502;Bowen-Darier-Syndrom;D04.9;1
I18503;Bowen-Dermatose;D04.9;1
