Version	Topographie	Topographie Text	Morphologiecodes	Dignität	Default	ICD10	ICD-10 Text
ICD-O-3.2 2019	C17\.8	Dünndarm, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C17\.9	Dünndarm o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.0	Zökum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.1	Appendix vermiformis	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.2	Colon ascendens	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.3	Flexura hepatica	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.4	Colon transversum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.5	Flexura lienalis coli	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.6	Colon descendens	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.7	Colon sigmoideum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.8	Kolon, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C18\.9	Colon	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C19\.9	Rektosigmoidaler Übergang	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C20\.9	Rektum o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C21\.0	Anus o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C21\.1	Analkanal	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C21\.2	Kloakenregion	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C21\.8	Rektum, Anus und Analkanal, mehrere Bereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C22\.0	Leber (hepatisch)	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C22\.1	Intrahepatische Gallengänge	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C23\.9	Gallenblase	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C24\.0	Extrahepatischer Gallengang	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C24\.1	Ampulla Vateri	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C24\.8	Gallenwege, mehrere Bereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C24\.9	Gallenwege o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.0	Pankreaskopf	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.1	Pankreaskörper	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.2	Pankreasschwanz	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.3	Ductus pancreaticus	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.4	Pankreas-Inselzellen (Histos: nur NET)	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.7	Sonstige näher bezeichnete Teile des Pankreas	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.8	Pankreas, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C25\.9	Pankreas o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C26\.0	Intestinaltrakt o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C26\.8	Verdauungssystem, mehrere Bereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C26\.9	Gastrointestinaltrakt o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C42\.2	Milz	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C47\.4	Periphere Nerven und autonomes Nervensystem des Abdomens	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C48\.0	Retroperitoneum	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C48\.1	Näher bezeichnete Teile des Peritoneums	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C48\.2	Peritoneum o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C48\.8	Retroperitoneum und Peritoneum, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C49\.4	Bindegewebe, Subkutangewebe und sonstige Weichteilgewebe des Abdomen	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C64\.9	Niere o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C74\.0	Nebennierenrinde	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C74\.1	Nebennierenmark	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C74\.9	Nebenniere o.n.A.	8850-8881	/0	1	D17.5	Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
ICD-O-3.2 2019	C63\.1	Samenstrang	8850-8881	/0	1	D17.6	Gutartige Neubildung des Fettgewebes des Samenstrangs
ICD-O-3.2 2019	C00\.3	Schleimhaut der Oberlippe	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.4	Schleimhaut der Unterlippe	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.5	Lippenschleimhaut o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C01\.9	Zungengrund o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.0	Dorsale Oberfläche der Zunge	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.1	Zungenrand	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.2	Ventrale Oberfläche der Zunge o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.3	Vordere 2/3 der Zunge	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.4	Zungentonsille	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.8	Zunge, mehrere Bereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.9	Zunge o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C03\.0	Oberkieferzahnfleisch	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C03\.1	Unterkieferzahnfleisch	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C03\.9	Zahnfleisch o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.0	Vorderer Teil des Mundbodens	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.1	Seitlicher Teil des Mundbodens	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.8	Mundboden, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.9	Mundboden o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.0	Harter Gaumen	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.1	Weicher Gaumen o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.2	Uvula	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.8	Gaumen, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.9	Gaumen o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.0	Wangenschleimhaut	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.1	Vestibulum oris	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.2	Retromolarregion	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.8	Sonstige und nicht näher bezeichnete Teile des Mundes, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.9	Mund o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C07\.9	Parotis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.0	Glandula submandibularis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.1	Glandula sublingualis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.8	Große Speicheldrüsen, mehrere Bereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.9	Große Speicheldrüsen o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.0	Fossa tonsillaris	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.1	Gaumenbogen	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.8	Tonsille, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.9	Tonsille o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.0	Vallecula epiglottica	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.1	Vorderfläche der Epiglottis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.2	Seitenwand des Oropharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.3	Hinterwand des Oropharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.4	Kiemengang	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.8	Oropharynx, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.9	Oropharynx o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.0	Obere Wand des Nasopharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.1	Hinterwand des Nasopharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.2	Seitenwand des Nasopharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.3	Vorderwand des Nasopharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.8	Nasopharynx, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.9	Nasopharynx o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C12\.9	Sinus piriformis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.0	Regio postcricoidea	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.1	Plica aryepiglottica, hypopharyngeale Seite	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.2	Hinterwand des Hypopharynx	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.8	Hypopharynx, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.9	Hypopharynx o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C14\.0	Pharynx o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C14\.2	Waldeyer-Ring	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C14\.8	Lippe, Mundhöhle und Pharynx, mehrere Bereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.0	Ösophagus, Pars cervicalis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.1	Ösophagus, Pars thoracalis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.2	Ösophagus, Pars abdominalis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.3	Ösophagus, oberes Drittel	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.4	Ösophagus, mittleres Drittel	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.5	Ösophagus, unteres intrathorakales Drittel	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.8	Ösophagus, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.9	Ösophagus o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C30\.0	Nasenhöhle	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C30\.1	Mittelohr	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C31\.0	Sinus maxillaris	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C31\.1	Sinus ethmoidalis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C31\.2	Sinus frontalis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C31\.3	Sinus sphenoidalis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C31\.8	Nasennebenhöhlen, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C31\.9	Nasennebenhöhlen o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C32\.0	Glottis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C32\.1	Supraglottis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C32\.2	Subglottis	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C32\.3	Larynxknorpel	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C32\.8	Larynx, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C32\.9	Kehlkopf o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C39\.0	Obere Atemwege o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C39\.9	Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C40\.0	Lange Knochen von Arm und Schulter und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C40\.1	Kurze Knochen der oberen Extremitäten und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C40\.2	Lange Knochen der unteren Extremitäten und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C40\.3	Kurze Knochen der unteren Extremitäten und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C40\.8	Knochen, Gelenke und Gelenkknorpel der Extremitäten, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C40\.9	Knochen einer Extremität o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.0	Knochen des Hirn- und Gesichtsschädels und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.1	Mandibula	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.2	Wirbelsäule	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.4	Beckenknochen, Kreuzbein, Steißbein und zugehörige Gelenke	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.8	Knochen, Gelenke und Gelenkknorpel, mehrere Bereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C41\.9	Knochen o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C47\.8	Periphere Nerven und autonomes Nervensystem, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C47\.9	Autonomes Nervensystem o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C52\.9	Vagina o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C53\.0	Endozervix	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C53\.1	Ektozervix	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C53\.8	Cervix uteri, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C53\.9	Cervix uteri	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C54\.0	Isthmus uteri	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C54\.1	Endometrium	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C54\.2	Myometrium	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C54\.3	Fundus uteri	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C54\.8	Corpus uteri, mehrere Teilbereiche überlappend	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C54\.9	Corpus uteri	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C55\.9	Uterus o.n.A.	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C56\.9	Ovar	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C57\.0	Eileiter	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C57\.1	Ligamentum latum uteri	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
ICD-O-3.2 2019	C57\.2	Ligamentum rotundum	8850-8881	/0	1	D17.7	Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
